seed,template,own_model,phi_max,num_fit_families,num_cal_families,num_fit_candidates,num_cal_candidates,template_count
11,a wide-angle view with a {category},True,3.7058823529411766,6,0,60,0,200
11,a {category} with occlusion,False,14.14601796587689,3,1,113,2,200
11,a {category} near a chair,False,14.14601796587689,5,2,124,50,200
11,a possible instance of {category},True,1.7333333333333332,3,2,94,153,200
11,a {category} at small scale,False,14.14601796587689,4,1,134,28,200
11,a stacked {category},True,2.4193548387096775,2,0,41,0,200
11,a standing {category},True,1.7076923076923076,3,0,76,0,200
11,a {category} detection target,True,3.9200000000000004,7,1,91,21,200
11,a {category} next to a wall,True,2.142857142857143,4,2,46,59,200
11,a sitting {category},True,5.317460317460317,5,1,132,300,200
11,a {category} on a table,False,14.14601796587689,3,0,48,0,200
11,a {category} on the ground,False,5.322023576493106,2,0,17,0,200
11,a {category} near a pole,True,3.206896551724138,7,0,224,0,200
11,a {category} with strong color,False,14.14601796587689,3,0,60,0,200
11,an item that could be a {category},False,3.794461289670507,1,2,90,56,200
11,one visible {category},False,5.322023576493106,2,1,53,9,200
11,a {category} used by someone,False,14.14601796587689,4,3,418,13,200
11,a living area with a {category},True,6.428571428571428,8,0,250,0,200
11,the most visible {category},True,2.8000000000000003,2,0,37,0,200
11,a {category} in the lower right area,True,3.2410714285714284,4,1,109,8,200
11,a {category} that may be absent,True,3.3409090909090913,5,0,132,0,200
11,a parked {category},False,14.14601796587689,2,1,163,18,200
11,a {category} separated from other objects,False,3.794461289670507,1,4,42,107,200
11,a {category} attached to something,False,14.14601796587689,1,0,11,0,200
11,a traffic scene with a {category},False,14.14601796587689,5,1,107,33,200
11,a {category} proposal,False,14.14601796587689,2,0,18,0,200
11,a full view of a {category},False,14.14601796587689,4,2,34,98,200
11,a {category} in profile,False,5.322023576493106,5,0,114,0,200
11,a visible instance of {category},True,7.536585365853659,2,0,110,0,200
11,a photo containing a {category},False,14.14601796587689,4,0,209,0,200
11,a {category} near a doorway,True,5.209302325581396,5,0,193,0,200
11,an object resembling a {category},False,14.14601796587689,1,1,2,18,200
11,a {category} in the foreground,True,2.0117647058823533,3,0,54,0,200
12,what looks like a {category},False,10.734327485380119,5,1,105,25,200
12,a hanging {category},False,10.734327485380119,8,2,255,24,200
12,a {category} that is hard to see,False,10.734327485380119,2,4,24,40,200
12,a {category} in a busy background,True,3.2954545454545454,5,2,92,96,200
12,a {category} under daylight,False,10.734327485380119,6,1,207,10,200
12,a {category} near a fence,True,5.0943396226415105,6,1,161,62,200
12,a scene featuring a {category},False,10.734327485380119,3,1,72,13,200
12,a natural image of a {category},True,3.068181818181818,6,0,195,0,200
12,a {category} near a train,True,4.25,6,1,139,57,200
12,a {category} seen from below,False,4.698657051059797,3,3,69,205,200
12,a {category} target,False,4.698657051059797,2,1,133,18,200
12,a kitchen scene with a {category},True,4.288288288288288,5,0,83,0,200
12,a cropped view of a {category},True,3.4367088607594938,9,2,321,33,200
12,a surveillance-style view of a {category},False,10.734327485380119,4,1,136,18,200
12,a {category} held by someone,True,2.4181818181818184,6,3,133,80,200
12,a {category} outdoors,False,10.734327485380119,7,0,136,0,200
12,a {category} without occlusion,False,10.734327485380119,5,3,50,17,200
12,a {category} region,False,10.734327485380119,3,2,77,18,200
12,a nearby {category},False,10.734327485380119,3,0,38,0,200
12,a suspected {category},False,4.698657051059797,6,1,212,25,200
12,no obvious {category},False,10.734327485380119,5,1,167,7,200
12,a market scene with a {category},True,3.1381578947368416,6,0,288,0,200
12,a {category} cluster,False,10.734327485380119,5,0,62,0,200
12,a {category} near an animal,False,10.734327485380119,4,3,282,74,200
12,a front view of a {category},True,3.304225352112676,7,0,332,0,200
12,identify any {category},False,10.734327485380119,2,6,23,329,200
12,a high-resolution view of a {category},True,2.944186046511628,6,0,184,0,200
12,the nearest {category},False,10.734327485380119,3,2,54,23,200
12,a {category} on grass,True,4.384615384615385,3,1,102,19,200
12,a {category} on a seat,False,10.734327485380119,1,0,9,0,200
12,background regions not containing a {category},False,10.734327485380119,5,3,116,40,200
12,look for a {category},False,10.734327485380119,3,3,122,30,200
12,a {category} with visible outline,True,5.777777777777778,8,3,450,94,200
12,a dark {category},True,5.25,7,2,163,17,200
12,a natural {category},False,10.734327485380119,4,1,111,85,200
12,a household scene with a {category},False,10.734327485380119,6,4,217,138,200
12,a close-up of a {category},False,4.698657051059797,2,3,69,99,200
12,a {category} far from the camera,True,5.0,9,2,192,35,200
12,where is the {category},True,6.103703703703704,11,4,183,114,200
12,a {category} seen from above,False,10.734327485380119,3,1,126,33,200
12,a {category} facing the camera,True,2.062222222222222,4,3,201,152,200
12,an actual {category},False,10.734327485380119,3,4,54,143,200
12,a {category} near a building,True,4.933333333333333,5,1,130,9,200
12,a {category} near a curb,False,10.734327485380119,3,1,37,78,200
12,a {category} on a shelf,False,10.734327485380119,5,0,153,0,200
12,a {category} in low contrast,False,3.995491272711039,4,2,225,51,200
12,a clean view of a {category},False,10.734327485380119,1,1,20,14,200
12,a {category} in front of another object,True,5.555555555555555,3,3,136,119,200
12,a {category} near vegetation,False,10.734327485380119,6,1,114,20,200
12,a {category} in a container,False,10.734327485380119,5,0,78,0,200
12,a {category} beside a person,False,10.734327485380119,6,1,141,31,200
12,a {category} with clear shape,False,10.734327485380119,4,2,93,42,200
12,a {category} in the background,True,4.573643410852712,4,1,123,7,200
12,I do not see a {category},False,10.734327485380119,4,4,100,81,200
12,a man-made {category},True,4.241379310344827,8,3,112,38,200
12,a {category} at large scale,True,3.789473684210526,6,1,166,10,200
12,a {category} near a counter,False,10.734327485380119,4,1,231,23,200
12,perhaps a {category},True,4.88,6,1,214,9,200
12,an image without any {category},True,3.477272727272727,6,1,360,3,200
12,a park scene with a {category},True,5.233333333333333,4,3,145,51,200
12,a photo of a {category},False,10.734327485380119,5,0,99,0,200
12,the {category} in this image,False,4.698657051059797,2,0,31,0,200
12,a blurry {category},True,4.011904761904762,9,6,288,186,200
12,a {category} in a plain background,False,10.734327485380119,6,1,97,5,200
12,a {category} near a sign,False,10.734327485380119,2,1,8,18,200
12,a {category} near a bicycle,False,4.698657051059797,2,1,99,9,200
12,a {category} under artificial light,False,10.734327485380119,6,2,47,87,200
12,something shaped like a {category},False,10.734327485380119,3,0,168,0,200
12,a {category} in the upper right area,False,10.734327485380119,2,3,20,67,200
12,a {category} in a photo frame,False,10.734327485380119,4,1,286,7,200
12,a {category} near equipment,False,4.698657051059797,1,2,15,26,200
12,a {category} overlapping another object,False,4.698657051059797,3,1,106,4,200
12,a sharp {category},True,2.785185185185185,5,0,91,0,200
12,a {category} candidate box,True,6.476190476190476,8,1,178,68,200
12,a {category} near the camera,False,10.734327485380119,3,2,211,22,200
12,a {category} near shadows,False,10.734327485380119,3,1,165,15,200
12,a sparse scene with a {category},True,6.169491525423728,6,3,242,138,200
12,a {category} in the lower left area,False,10.734327485380119,6,1,287,15,200
12,an outdoor scene containing a {category},True,4.156862745098039,4,2,50,37,200
12,the main {category},False,10.734327485380119,5,1,157,8,200
12,a large {category},True,4.542857142857143,9,1,142,46,200
12,a single {category},False,10.734327485380119,8,1,192,20,200
12,a {category} in the scene,False,4.698657051059797,5,1,188,14,200
12,a {category} near furniture,True,4.895833333333334,5,2,221,20,200
12,a real {category},True,3.964285714285714,5,1,222,38,200
12,a vehicle scene with a {category},True,3.9285714285714284,6,0,190,0,200
12,a group of {category} objects,True,2.770588235294118,6,0,139,0,200
12,a {category} with neutral color,False,10.734327485380119,4,2,60,9,200
12,no clear {category},False,10.734327485380119,2,3,12,131,200
12,a {category} in a vehicle,True,3.481132075471698,6,1,217,3,200
12,a candidate {category},True,2.6399999999999997,9,0,99,0,200
12,a {category} away from the image center,True,3.083333333333333,8,0,111,0,200
12,a {category} turned away,True,3.4931506849315066,6,1,244,23,200
12,a {category} cropped by the frame,True,4.0,3,2,82,9,200
12,a distant {category},False,10.734327485380119,2,1,24,6,200
12,a {category} in high contrast,True,3.0,7,0,96,0,200
12,a {category} behind another object,False,4.698657051059797,2,2,90,69,200
12,a small {category} near the center,False,10.734327485380119,7,2,106,26,200
12,a moving {category},False,10.734327485380119,5,2,189,61,200
12,a {category} fully inside the frame,False,10.734327485380119,5,0,51,0,200
12,a {category} near food,True,6.037735849056604,11,0,181,0,200
12,a street scene containing a {category},False,4.698657051059797,2,3,57,103,200
12,a {category} near a vehicle,False,10.734327485380119,2,1,64,6,200
12,a {category} near a car,False,10.734327485380119,4,1,103,91,200
12,a tiny {category},True,2.2333333333333334,4,0,63,0,200
12,multiple {category} instances,True,5.442176870748299,7,0,183,0,200
12,a {category} mostly visible,False,10.734327485380119,5,4,75,81,200
12,something similar to a {category},False,10.734327485380119,1,2,87,31,200
12,find the {category},True,3.46875,5,0,33,0,200
12,a sports scene with a {category},True,2.557894736842105,3,1,74,56,200
12,a low-resolution view of a {category},True,1.8666666666666665,3,0,87,0,200
12,without a {category},False,4.698657051059797,7,1,352,4,200
12,there is no {category} here,False,10.734327485380119,4,0,113,0,200
12,locate the {category},True,20.363636363636367,7,0,194,0,200
12,a {category} in open space,False,10.734327485380119,1,3,14,37,200
12,a partial view of a {category},True,1.7904761904761903,5,1,168,3,200
12,a scene lacking a {category},True,3.7678571428571423,9,2,183,157,200
12,a {category} near a bus,True,3.5757575757575757,6,1,113,9,200
12,this scene does not contain a {category},False,10.734327485380119,2,4,20,152,200
12,a {category} near the edge of the image,False,10.734327485380119,4,1,75,25,200
12,maybe a {category},True,4.447368421052632,8,4,151,100,200
12,a {category} at the right side,False,10.734327485380119,7,4,196,57,200
12,a photographic {category},True,2.8864864864864868,5,1,157,17,200
12,a {category} near water,True,2.8,7,1,211,7,200
12,a {category} in the upper left area,True,19.1864406779661,6,4,307,83,200
12,a likely {category},True,4.2375,6,2,382,120,200
12,a {category} at the left side,True,2.9166666666666665,4,2,72,81,200
12,a {category} at medium scale,True,6.515151515151516,5,1,120,21,200
12,a {category} in front of a wall,False,10.734327485380119,3,0,125,0,200
12,a {category} partly outside the image,True,3.1666666666666665,4,3,55,74,200
12,a {category} near the image center,False,3.995491272711039,2,2,22,49,200
12,a {category} in clutter,True,3.5384615384615388,4,3,88,91,200
12,a {category} inside a room,True,2.7249999999999996,7,2,194,106,200
12,no visible {category},False,10.734327485380119,3,1,23,29,200
12,a {category} in a mirror-like surface,True,2.7916666666666665,5,1,75,11,200
12,a {category} barely visible,False,3.995491272711039,2,0,110,0,200
12,a {category} on pavement,True,2.976923076923077,8,0,113,0,200
12,a {category} near a window,True,3.722222222222222,5,2,117,15,200
12,a {category} near a bed,False,10.734327485380119,1,1,13,21,200
12,a lying {category},False,3.995491272711039,1,1,52,41,200
12,a zoomed view of a {category},True,6.68235294117647,5,1,369,34,200
12,a {category} near a tree,False,10.734327485380119,5,3,110,41,200
12,a {category} with unusual appearance,False,0.0,0,2,0,36,200
12,a {category} at the bottom of the image,True,6.651376146788992,9,1,400,3,200
12,a {category} object,False,10.734327485380119,2,2,14,108,200
12,a {category} at an unusual angle,False,4.698657051059797,7,1,166,13,200
12,a {category} worn by someone,True,3.650943396226415,7,1,225,32,200
12,a crowded scene with a {category},False,10.734327485380119,4,0,104,0,200
12,a bright {category},False,4.698657051059797,3,1,57,23,200
12,possibly a {category},False,10.734327485380119,6,2,80,27,200
12,a visible {category} in the scene,True,7.066666666666667,4,4,97,97,200
12,a {category} at the top of the image,False,10.734327485380119,5,1,118,22,200
12,a messy view of a {category},False,10.734327485380119,6,0,195,0,200
12,show me a {category},False,10.734327485380119,2,4,25,54,200
12,a {category} near text or signs,True,3.115384615384616,5,2,81,41,200
12,a {category} on a plate,False,4.698657051059797,4,1,165,82,200
12,a side view of a {category},False,4.698657051059797,3,0,70,0,200
12,a {category} partly hidden,True,3.475,4,0,133,0,200
12,a picture with a {category},True,3.669230769230769,5,0,277,0,200
12,a {category} on a floor,False,10.734327485380119,3,2,24,54,200
12,an indoor scene containing a {category},True,6.864406779661017,7,1,222,4,200
12,an image showing a {category},True,2.1652173913043478,7,3,213,42,200
12,a real-world {category},False,3.995491272711039,1,1,12,7,200
12,a clear photo of a {category},True,3.6666666666666665,4,3,48,35,200
12,a {category} among other objects,True,4.352941176470588,5,0,134,0,200
12,a {category} near a road,False,3.995491272711039,1,3,15,54,200
12,a {category} under shade,False,10.734327485380119,8,2,356,33,200
12,a wide-angle view with a {category},True,3.375,3,1,32,21,200
12,a {category} with occlusion,True,1.7935483870967743,5,1,124,3,200
12,a {category} near a chair,False,10.734327485380119,6,2,71,41,200
12,a possible instance of {category},False,10.734327485380119,2,1,78,62,200
12,a {category} at small scale,False,10.734327485380119,3,2,128,34,200
12,a stacked {category},True,2.903225806451613,3,0,47,0,200
12,a standing {category},True,2.975806451612903,3,1,114,27,200
12,a {category} detection target,True,2.24,4,1,47,34,200
12,a {category} next to a wall,False,4.698657051059797,1,6,4,142,200
12,a sitting {category},False,10.734327485380119,3,2,67,65,200
12,a {category} on a table,False,10.734327485380119,2,0,46,0,200
12,a {category} on the ground,False,10.734327485380119,3,0,52,0,200
12,a {category} near a pole,True,3.98,4,2,183,28,200
12,a {category} with strong color,False,10.734327485380119,3,0,60,0,200
12,an item that could be a {category},False,10.734327485380119,3,0,82,0,200
12,one visible {category},True,2.875,5,0,101,0,200
12,a {category} used by someone,False,10.734327485380119,4,3,149,319,200
12,a living area with a {category},False,10.734327485380119,3,5,69,177,200
12,the most visible {category},False,10.734327485380119,3,1,139,15,200
12,a {category} in the lower right area,True,2.8000000000000003,4,2,40,80,200
12,a {category} that may be absent,True,2.0470588235294116,2,5,55,89,200
12,a parked {category},False,10.734327485380119,3,0,181,0,200
12,a {category} separated from other objects,True,2.1473684210526316,2,4,65,138,200
12,a {category} attached to something,False,10.734327485380119,2,0,21,0,200
12,a traffic scene with a {category},False,10.734327485380119,6,1,140,5,200
12,a {category} proposal,True,3.333333333333333,3,0,38,0,200
12,a full view of a {category},True,2.933333333333333,6,1,193,13,200
12,a {category} in profile,False,4.698657051059797,3,0,75,0,200
12,a visible instance of {category},False,0.0,0,1,0,90,200
12,a photo containing a {category},False,3.995491272711039,3,1,192,10,200
12,a {category} near a doorway,False,10.734327485380119,2,1,176,3,200
12,an object resembling a {category},False,10.734327485380119,3,1,82,25,200
12,a {category} in the foreground,True,2.0117647058823533,3,0,54,0,200
13,what looks like a {category},False,13.66115618489473,5,2,47,92,200
13,a hanging {category},False,13.66115618489473,5,4,143,121,200
13,a {category} that is hard to see,False,13.66115618489473,5,1,176,13,200
13,a {category} in a busy background,False,0.0,0,3,0,93,200
13,a {category} under daylight,False,13.66115618489473,5,2,115,102,200
13,a {category} near a fence,False,13.66115618489473,4,1,101,62,200
13,a scene featuring a {category},False,13.66115618489473,5,0,113,0,200
13,a natural image of a {category},False,13.66115618489473,4,2,83,142,200
13,a {category} near a train,True,3.2081632653061223,9,0,225,0,200
13,a {category} seen from below,True,2.220689655172414,6,1,274,8,200
13,a {category} target,False,5.457355220647282,3,0,151,0,200
13,a kitchen scene with a {category},True,4.2592592592592595,5,2,98,26,200
13,a cropped view of a {category},True,2.9720930232558143,9,2,186,102,200
13,a surveillance-style view of a {category},False,5.457355220647282,2,1,31,101,200
13,a {category} held by someone,True,3.1,5,3,114,75,200
13,a {category} outdoors,False,13.66115618489473,5,1,54,72,200
13,a {category} without occlusion,True,3.2,4,3,27,36,200
13,a {category} region,False,13.66115618489473,6,0,194,0,200
13,a nearby {category},False,13.66115618489473,2,0,15,0,200
13,a suspected {category},True,3.0387096774193547,10,1,272,12,200
13,no obvious {category},False,3.8361108792091407,3,2,108,13,200
13,a market scene with a {category},True,3.4655172413793105,4,2,238,82,200
13,a {category} cluster,False,13.66115618489473,3,1,36,24,200
13,a {category} near an animal,True,1.9348837209302325,5,2,183,49,200
13,a front view of a {category},True,3.125581395348837,5,1,193,121,200
13,identify any {category},False,13.66115618489473,6,2,282,44,200
13,a high-resolution view of a {category},True,4.482758620689655,4,2,117,67,200
13,the nearest {category},True,3.28,4,1,46,31,200
13,a {category} on grass,False,13.66115618489473,2,3,24,194,200
13,a {category} on a seat,False,13.66115618489473,1,1,10,9,200
13,background regions not containing a {category},False,13.66115618489473,5,4,105,78,200
13,look for a {category},True,1.9852941176470589,3,2,42,96,200
13,a {category} with visible outline,True,9.42652329749104,7,2,459,70,200
13,a dark {category},False,13.66115618489473,4,4,90,89,200
13,a natural {category},False,13.66115618489473,2,2,71,40,200
13,a household scene with a {category},True,4.946428571428571,8,1,241,16,200
13,a close-up of a {category},False,13.66115618489473,3,3,117,85,200
13,a {category} far from the camera,True,5.951219512195122,8,1,164,27,200
13,where is the {category},True,4.086734693877551,9,4,228,40,200
13,a {category} seen from above,True,3.0,6,2,230,17,200
13,a {category} facing the camera,False,5.457355220647282,6,1,204,18,200
13,an actual {category},True,3.0,4,2,55,34,200
13,a {category} near a building,False,13.66115618489473,5,2,215,12,200
13,a {category} near a curb,True,3.0,6,0,204,0,200
13,a {category} on a shelf,False,13.66115618489473,3,2,50,62,200
13,a {category} in low contrast,False,13.66115618489473,4,2,94,31,200
13,a clean view of a {category},False,5.457355220647282,4,1,169,20,200
13,a {category} in front of another object,False,13.66115618489473,3,2,103,117,200
13,a {category} near vegetation,False,13.66115618489473,5,1,109,20,200
13,a {category} in a container,False,13.66115618489473,4,0,91,0,200
13,a {category} beside a person,True,4.521739130434782,8,0,186,0,200
13,a {category} with clear shape,False,13.66115618489473,5,1,111,24,200
13,a {category} in the background,True,3.7500000000000004,3,1,112,7,200
13,I do not see a {category},False,13.66115618489473,6,1,121,17,200
13,a man-made {category},True,7.368421052631579,10,2,150,11,200
13,a {category} at large scale,True,4.689655172413793,5,2,121,55,200
13,a {category} near a counter,True,2.952380952380952,2,3,32,222,200
13,perhaps a {category},True,4.235294117647059,6,1,130,93,200
13,an image without any {category},False,13.66115618489473,4,2,120,145,200
13,a park scene with a {category},True,5.833333333333333,4,2,127,42,200
13,a photo of a {category},True,5.240310077519379,8,1,156,11,200
13,the {category} in this image,False,13.66115618489473,4,0,119,0,200
13,a blurry {category},True,3.5388349514563107,12,3,429,44,200
13,a {category} in a plain background,True,2.75,6,1,98,4,200
13,a {category} near a sign,True,3.516666666666666,4,0,186,0,200
13,a {category} near a bicycle,False,5.457355220647282,2,1,38,9,200
13,a {category} under artificial light,True,1.6444444444444444,5,2,32,80,200
13,something shaped like a {category},False,13.66115618489473,4,1,160,70,200
13,a {category} in the upper right area,False,13.66115618489473,3,0,69,0,200
13,a {category} in a photo frame,True,10.267857142857142,5,0,210,0,200
13,a {category} near equipment,True,6.172839506172839,5,1,95,15,200
13,a {category} overlapping another object,False,5.457355220647282,2,2,31,101,200
13,a sharp {category},False,13.66115618489473,5,1,93,2,200
13,a {category} candidate box,True,3.375,6,4,121,106,200
13,a {category} near the camera,True,1.9733333333333332,6,2,258,45,200
13,a {category} near shadows,False,13.66115618489473,1,2,3,89,200
13,a sparse scene with a {category},True,3.214285714285714,8,0,216,0,200
13,a {category} in the lower left area,False,13.66115618489473,9,1,420,20,200
13,an outdoor scene containing a {category},True,3.894736842105263,5,0,69,0,200
13,the main {category},True,4.96969696969697,7,2,143,51,200
13,a large {category},True,5.512820512820513,7,2,126,26,200
13,a single {category},True,2.2493506493506494,9,2,366,34,200
13,a {category} in the scene,False,13.66115618489473,4,1,91,18,200
13,a {category} near furniture,True,3.8571428571428568,6,1,250,11,200
13,a real {category},True,3.6071428571428568,7,0,266,0,200
13,a vehicle scene with a {category},False,13.66115618489473,5,1,132,10,200
13,a group of {category} objects,True,2.72,5,1,122,13,200
13,a {category} with neutral color,True,4.0,5,1,93,7,200
13,no clear {category},False,13.66115618489473,3,0,67,0,200
13,a {category} in a vehicle,True,2.7800000000000002,3,3,123,121,200
13,a candidate {category},False,13.66115618489473,4,4,19,73,200
13,a {category} away from the image center,True,5.677083333333333,8,4,105,114,200
13,a {category} turned away,True,3.314285714285714,6,1,226,63,200
13,a {category} cropped by the frame,False,13.66115618489473,4,0,74,0,200
13,a distant {category},False,13.66115618489473,3,2,24,55,200
13,a {category} in high contrast,True,2.6999999999999997,6,1,85,11,200
13,a {category} behind another object,False,13.66115618489473,2,2,44,32,200
13,a small {category} near the center,True,3.511904761904762,6,1,67,10,200
13,a moving {category},False,3.8361108792091407,3,3,144,111,200
13,a {category} fully inside the frame,False,13.66115618489473,4,1,36,8,200
13,a {category} near food,True,2.5448275862068965,6,3,112,33,200
13,a street scene containing a {category},False,3.8361108792091407,2,2,104,54,200
13,a {category} near a vehicle,False,13.66115618489473,2,2,64,81,200
13,a {category} near a car,False,13.66115618489473,3,2,137,57,200
13,a tiny {category},True,2.5294117647058827,2,2,40,45,200
13,multiple {category} instances,True,4.274193548387097,4,4,103,86,200
13,a {category} mostly visible,False,13.66115618489473,7,1,121,28,200
13,something similar to a {category},False,13.66115618489473,3,1,115,25,200
13,find the {category},False,13.66115618489473,2,3,47,22,200
13,a sports scene with a {category},True,3.9032258064516125,5,1,112,14,200
13,a low-resolution view of a {category},False,13.66115618489473,2,0,63,0,200
13,without a {category},False,13.66115618489473,6,2,212,15,200
13,there is no {category} here,False,13.66115618489473,2,3,27,88,200
13,locate the {category},True,21.280000000000005,5,2,152,36,200
13,a {category} in open space,True,3.1022727272727266,5,0,83,0,200
13,a partial view of a {category},True,2.235294117647059,2,4,35,86,200
13,a scene lacking a {category},True,1.875,8,0,132,0,200
13,a {category} near a bus,True,3.125,6,3,76,258,200
13,this scene does not contain a {category},True,5.037037037037037,4,2,119,103,200
13,a {category} near the edge of the image,False,13.66115618489473,2,3,56,44,200
13,maybe a {category},True,7.916666666666668,9,3,200,39,200
13,a {category} at the right side,True,3.8203125,12,0,282,0,200
13,a photographic {category},True,4.428571428571429,3,1,112,50,200
13,a {category} near water,True,2.5760869565217392,4,2,76,41,200
13,a {category} in the upper left area,True,11.951219512195122,9,1,453,20,200
13,a likely {category},False,13.66115618489473,7,1,455,21,200
13,a {category} at the left side,True,3.6551724137931036,3,1,101,14,200
13,a {category} at medium scale,False,13.66115618489473,2,2,25,40,200
13,a {category} in front of a wall,False,5.457355220647282,1,0,20,0,200
13,a {category} partly outside the image,True,4.111111111111111,4,2,102,48,200
13,a {category} near the image center,False,13.66115618489473,2,1,23,39,200
13,a {category} in clutter,True,2.4250000000000003,5,1,89,68,200
13,a {category} inside a room,True,4.285714285714286,7,0,243,0,200
13,no visible {category},True,4.333333333333333,4,1,52,119,200
13,a {category} in a mirror-like surface,True,2.384615384615384,5,1,102,6,200
13,a {category} barely visible,False,3.8361108792091407,1,1,36,34,200
13,a {category} on pavement,True,2.6526315789473682,6,2,75,38,200
13,a {category} near a window,False,13.66115618489473,4,4,49,60,200
13,a {category} near a bed,False,13.66115618489473,2,1,41,21,200
13,a lying {category},True,5.806451612903226,1,0,41,0,200
13,a zoomed view of a {category},True,3.8546511627906974,6,0,382,0,200
13,a {category} near a tree,False,13.66115618489473,6,2,132,27,200
13,a {category} with unusual appearance,False,13.66115618489473,2,1,29,10,200
13,a {category} at the bottom of the image,True,6.914893617021276,7,4,354,59,200
13,a {category} object,True,3.110204081632653,5,1,219,6,200
13,a {category} at an unusual angle,False,5.457355220647282,4,4,105,54,200
13,a {category} worn by someone,True,2.4800000000000004,5,1,114,14,200
13,a crowded scene with a {category},False,5.457355220647282,2,5,57,94,200
13,a bright {category},True,2.7102272727272725,5,1,151,10,200
13,possibly a {category},False,13.66115618489473,6,1,96,7,200
13,a visible {category} in the scene,False,13.66115618489473,4,3,101,124,200
13,a {category} at the top of the image,False,13.66115618489473,2,0,17,0,200
13,a messy view of a {category},False,13.66115618489473,4,2,149,25,200
13,show me a {category},False,13.66115618489473,5,0,70,0,200
13,a {category} near text or signs,True,2.4705882352941178,4,2,65,35,200
13,a {category} on a plate,False,13.66115618489473,7,0,282,0,200
13,a side view of a {category},False,13.66115618489473,5,1,53,39,200
13,a {category} partly hidden,False,13.66115618489473,4,1,134,3,200
13,a picture with a {category},False,13.66115618489473,4,2,223,57,200
13,a {category} on a floor,False,13.66115618489473,1,1,9,10,200
13,an indoor scene containing a {category},True,3.6511627906976742,4,2,148,23,200
13,an image showing a {category},True,2.5,4,6,92,195,200
13,a real-world {category},False,13.66115618489473,2,0,19,0,200
13,a clear photo of a {category},True,2.372413793103448,7,1,87,5,200
13,a {category} among other objects,True,4.808510638297872,6,0,199,0,200
13,a {category} near a road,True,4.470588235294118,4,1,69,6,200
13,a {category} under shade,False,13.66115618489473,7,1,223,6,200
13,a wide-angle view with a {category},True,2.325,5,1,58,3,200
13,a {category} with occlusion,False,13.66115618489473,4,0,114,0,200
13,a {category} near a chair,False,13.66115618489473,6,2,131,21,200
13,a possible instance of {category},True,3.863013698630137,7,1,325,12,200
13,a {category} at small scale,False,13.66115618489473,3,1,145,4,200
13,a stacked {category},True,2.4193548387096775,2,1,41,6,200
13,a standing {category},False,5.457355220647282,2,0,45,0,200
13,a {category} detection target,True,8.46774193548387,8,2,82,42,200
13,a {category} next to a wall,False,13.66115618489473,5,2,117,31,200
13,a sitting {category},False,13.66115618489473,2,2,316,39,200
13,a {category} on a table,False,13.66115618489473,2,0,8,0,200
13,a {category} on the ground,False,13.66115618489473,1,2,6,16,200
13,a {category} near a pole,True,3.206896551724138,7,0,224,0,200
13,a {category} with strong color,False,5.457355220647282,1,2,28,32,200
13,an item that could be a {category},False,13.66115618489473,2,2,14,116,200
13,one visible {category},True,2.836363636363636,4,0,92,0,200
13,a {category} used by someone,True,2.52,5,2,76,399,200
13,a living area with a {category},False,13.66115618489473,3,6,112,176,200
13,the most visible {category},False,13.66115618489473,3,0,139,0,200
13,a {category} in the lower right area,True,2.8285714285714283,3,1,88,15,200
13,a {category} that may be absent,False,3.525110387836853,1,1,57,17,200
13,a parked {category},False,3.525110387836853,1,1,154,9,200
13,a {category} separated from other objects,True,2.64,5,2,139,79,200
13,a {category} attached to something,False,13.66115618489473,2,0,21,0,200
13,a traffic scene with a {category},True,4.6764705882352935,6,0,141,0,200
13,a {category} proposal,True,3.333333333333333,3,0,38,0,200
13,a full view of a {category},True,2.376923076923077,4,1,95,28,200
13,a {category} in profile,False,5.457355220647282,3,1,78,15,200
13,a visible instance of {category},False,0.0,0,0,0,0,200
13,a photo containing a {category},False,13.66115618489473,5,0,218,0,200
13,a {category} near a doorway,False,13.66115618489473,2,2,13,169,200
13,an object resembling a {category},False,13.66115618489473,3,0,45,0,200
13,a {category} in the foreground,False,5.457355220647282,2,2,52,23,200
14,what looks like a {category},False,12.931678640851525,6,0,72,0,200
14,a hanging {category},False,12.931678640851525,8,0,245,0,200
14,a {category} that is hard to see,False,12.931678640851525,5,1,62,134,200
14,a {category} in a busy background,True,2.9625,5,1,138,18,200
14,a {category} under daylight,False,12.931678640851525,4,2,99,102,200
14,a {category} near a fence,True,5.0,5,3,154,75,200
14,a scene featuring a {category},True,8.198198198198199,6,1,159,32,200
14,a natural image of a {category},False,12.931678640851525,3,4,60,170,200
14,a {category} near a train,True,1.9542857142857144,6,4,150,90,200
14,a {category} seen from below,True,3.8181818181818183,3,3,145,107,200
14,a {category} target,False,4.8870982833474725,2,0,133,0,200
14,a kitchen scene with a {category},True,4.162162162162162,5,2,81,43,200
14,a cropped view of a {category},True,4.861111111111112,6,4,142,149,200
14,a surveillance-style view of a {category},False,4.8870982833474725,4,1,144,13,200
14,a {category} held by someone,True,7.195121951219512,9,0,160,0,200
14,a {category} outdoors,False,4.8870982833474725,2,3,15,87,200
14,a {category} without occlusion,False,12.931678640851525,3,5,27,42,200
14,a {category} region,False,12.931678640851525,5,2,195,18,200
14,a nearby {category},False,12.931678640851525,3,0,38,0,200
14,a suspected {category},False,4.8870982833474725,5,5,103,175,200
14,no obvious {category},True,3.9121621621621623,6,0,166,0,200
