seed,template,own_model,phi_max,num_fit_families,num_cal_families,num_fit_candidates,num_cal_candidates,template_count
2,a {category} near the edge of the image,False,11.568975367140506,7,3,185,16,100
2,a hanging {category},False,11.568975367140506,8,3,361,87,100
2,a {category} near water,True,6.4222222222222225,9,5,253,159,100
2,a side view of a {category},True,3.1176470588235294,10,3,228,52,100
2,a {category} under daylight,True,4.385964912280701,10,2,225,73,100
2,a blurry {category},True,6.956140350877193,17,5,747,122,100
2,a scene featuring a {category},True,7.878787878787879,6,3,137,73,100
2,a natural image of a {category},True,5.913043478260869,10,1,182,122,100
2,a standing {category},True,4.095238095238095,9,3,235,74,100
2,a {category} seen from below,True,4.188679245283018,9,6,201,199,100
2,a {category} seen from above,True,5.132352941176471,9,2,301,21,100
2,a {category} next to a wall,True,2.7976190476190474,9,3,158,34,100
2,a cropped view of a {category},True,6.111111111111111,15,5,342,88,100
2,a surveillance-style view of a {category},False,11.568975367140506,13,1,393,7,100
2,a clear photo of a {category},True,3.2470588235294118,14,3,269,29,100
2,a {category} outdoors,True,3.324324324324324,8,2,120,157,100
2,a {category} without occlusion,True,2.55,6,5,62,36,100
2,a {category} far from the camera,True,4.976744186046512,10,5,187,195,100
2,a nearby {category},False,11.568975367140506,6,1,197,11,100
2,a {category} at the bottom of the image,True,6.47887323943662,14,2,302,73,100
2,a {category} with strong color,False,11.568975367140506,8,1,234,28,100
2,a {category} inside a room,True,3.360655737704918,9,6,198,296,100
2,a {category} near the camera,True,2.7,9,2,144,57,100
2,a {category} near an animal,True,3.606617647058824,9,2,287,49,100
2,a front view of a {category},True,11.644067796610171,7,2,212,55,100
2,a {category} turned away,True,4.108108108108108,14,3,521,84,100
2,a high-resolution view of a {category},True,3.872448979591837,6,2,218,112,100
2,a {category} near text or signs,True,6.842105263157894,9,5,142,86,100
2,a {category} object,True,3.7499999999999996,7,4,234,209,100
2,a visible {category} in the scene,False,11.568975367140506,5,5,131,130,100
2,a {category} on a shelf,False,11.568975367140506,12,0,292,0,100
2,a {category} with occlusion,False,11.568975367140506,7,4,190,82,100
2,a {category} with visible outline,True,7.252604166666667,8,5,493,168,100
2,a dark {category},False,11.568975367140506,8,4,181,64,100
2,a natural {category},True,3.1684210526315786,10,5,258,125,100
2,a {category} in the background,True,3.075,8,3,284,134,100
2,a close-up of a {category},True,4.526315789473684,5,2,154,86,100
2,a {category} in clutter,True,6.416666666666667,15,6,337,116,100
2,a {category} facing the camera,True,4.2090090090090095,12,3,535,146,100
2,an actual {category},True,3.7727272727272725,8,2,145,100,100
2,a {category} near a building,True,6.8604651162790695,6,1,322,9,100
2,a tiny {category},True,2.2142857142857144,10,2,264,85,100
2,a {category} in low contrast,True,4.82716049382716,13,2,342,23,100
2,a clean view of a {category},False,11.568975367140506,8,2,250,94,100
2,a messy view of a {category},True,3.715384615384616,9,3,281,99,100
2,a {category} near vegetation,True,3.168292682926829,9,4,371,98,100
2,a small {category} near the center,True,3.7636363636363637,8,5,194,34,100
2,a {category} beside a person,True,6.9298245614035086,9,5,216,106,100
2,a {category} with clear shape,False,11.568975367140506,7,2,223,81,100
2,a {category} cropped by the frame,True,3.666666666666666,11,1,269,12,100
2,a man-made {category},True,7.733333333333334,9,3,103,81,100
2,a {category} at large scale,False,11.568975367140506,5,3,154,28,100
2,a real {category},True,3.6923076923076925,9,2,456,28,100
2,a {category} in the foreground,True,4.406779661016949,7,3,233,56,100
2,a {category} separated from other objects,True,3.6617647058823533,10,4,440,111,100
2,a photo of a {category},True,3.1022727272727266,10,4,166,78,100
2,the {category} in this image,True,4.3809523809523805,6,7,83,162,100
2,a distant {category},True,2.0275862068965513,9,1,128,6,100
2,a bright {category},True,5.108225108225109,7,4,274,77,100
2,a lying {category},True,5.298507462686566,7,2,210,8,100
2,a {category} partly hidden,True,3.301948051948052,8,1,304,55,100
2,a full view of a {category},True,5.814814814814815,7,4,150,127,100
2,a {category} near equipment,True,9.767441860465116,8,2,155,54,100
2,a {category} overlapping another object,False,11.568975367140506,8,4,327,49,100
2,a sharp {category},True,2.64,12,2,177,42,100
2,a {category} near shadows,True,3.1411764705882352,5,4,230,107,100
2,a low-resolution view of a {category},True,5.448979591836734,12,1,472,12,100
2,a partial view of a {category},True,2.142372881355932,10,4,271,150,100
2,a {category} on a table,False,11.568975367140506,4,2,50,58,100
2,a {category} in open space,True,3.096774193548387,7,3,139,25,100
2,a large {category},True,3.87890625,16,3,285,37,100
2,a single {category},True,8.412698412698413,13,4,275,394,100
2,a {category} in the scene,True,6.717289719626168,14,3,522,244,100
2,a {category} near furniture,True,3.2962962962962963,13,3,319,28,100
2,a {category} with neutral color,True,3.5142857142857142,10,3,290,120,100
2,a {category} in high contrast,True,3.1282051282051277,8,0,121,0,100
2,a moving {category},True,10.178571428571427,10,2,261,202,100
2,a {category} fully inside the frame,False,11.568975367140506,9,7,283,72,100
2,a {category} near food,True,5.694444444444445,7,7,158,114,100
2,a {category} near a vehicle,True,4.6000000000000005,7,4,164,75,100
2,a parked {category},False,11.568975367140506,4,3,252,21,100
2,a {category} in profile,True,2.9419354838709677,6,2,133,20,100
2,a {category} near a road,True,4.0,6,2,104,17,100
2,a {category} at medium scale,True,8.14102564102564,13,0,333,0,100
2,a {category} at the left side,True,3.902439024390244,13,3,296,45,100
2,a {category} at the right side,True,1.9076923076923078,14,4,218,106,100
2,a photographic {category},True,2.6068965517241383,5,3,113,30,100
2,a {category} at the top of the image,True,3.758620689655172,11,1,472,24,100
2,a {category} in front of a wall,False,11.568975367140506,6,4,163,211,100
2,a {category} at small scale,True,3.823943661971831,7,3,313,20,100
2,a stacked {category},True,2.401960784313726,6,1,117,6,100
2,a zoomed view of a {category},True,2.019753086419753,5,1,354,34,100
2,a real-world {category},False,11.568975367140506,5,3,78,75,100
2,an image showing a {category},True,3.731012658227848,11,4,342,99,100
2,a wide-angle view with a {category},False,11.568975367140506,10,3,128,36,100
2,a photo containing a {category},False,11.568975367140506,9,1,322,33,100
2,a picture with a {category},True,14.292134831460674,12,2,373,302,100
2,a {category} on the ground,True,6.4423076923076925,7,4,187,87,100
2,a {category} among other objects,False,11.568975367140506,5,1,190,32,100
2,a sitting {category},True,4.36734693877551,11,2,580,87,100
3,a {category} near the edge of the image,False,12.633155183205739,8,1,192,25,100
3,a hanging {category},False,12.633155183205739,14,1,557,75,100
3,a {category} near water,False,12.633155183205739,7,5,150,192,100
3,a side view of a {category},True,2.1100000000000003,8,2,181,17,100
3,a {category} under daylight,True,3.558139534883721,8,4,179,164,100
3,a blurry {category},True,3.6066666666666665,17,3,501,261,100
3,a scene featuring a {category},True,7.361111111111112,6,3,96,148,100
3,a natural image of a {category},True,3.7499999999999996,6,6,118,216,100
3,a standing {category},True,4.470588235294118,8,3,203,99,100
3,a {category} seen from below,True,5.634408602150538,15,2,356,37,100
3,a {category} seen from above,False,12.633155183205739,7,2,202,14,100
3,a {category} next to a wall,True,4.622950819672131,10,3,156,76,100
3,a cropped view of a {category},True,6.485148514851486,13,6,364,154,100
3,a surveillance-style view of a {category},False,12.633155183205739,10,4,222,181,100
3,a clear photo of a {category},True,5.608108108108108,12,5,241,45,100
3,a {category} outdoors,True,3.697674418604651,8,1,185,25,100
3,a {category} without occlusion,False,12.633155183205739,6,5,50,60,100
3,a {category} far from the camera,True,15.321428571428571,12,4,248,131,100
3,a nearby {category},False,12.633155183205739,4,1,28,166,100
3,a {category} at the bottom of the image,True,4.132075471698113,12,4,200,285,100
3,a {category} with strong color,True,4.096153846153847,8,0,242,0,100
3,a {category} inside a room,True,4.045977011494252,10,6,323,311,100
3,a {category} near the camera,True,2.0625,9,2,284,35,100
3,a {category} near an animal,True,3.8089887640449436,10,1,391,13,100
3,a front view of a {category},True,3.2451612903225806,10,1,436,4,100
3,a {category} turned away,False,12.633155183205739,6,4,172,88,100
3,a high-resolution view of a {category},True,3.1333333333333333,9,2,324,54,100
3,a {category} near text or signs,True,4.8533333333333335,10,4,172,56,100
3,a {category} object,True,3.9782608695652173,9,0,420,0,100
3,a visible {category} in the scene,True,3.165,7,1,181,4,100
3,a {category} on a shelf,False,12.633155183205739,8,5,151,154,100
3,a {category} with occlusion,True,2.3727272727272726,6,3,160,96,100
3,a {category} with visible outline,True,6.10752688172043,11,4,252,432,100
3,a dark {category},True,7.888888888888888,9,6,188,160,100
3,a natural {category},True,2.146031746031746,14,3,289,141,100
3,a {category} in the background,True,6.730769230769232,11,4,384,129,100
3,a close-up of a {category},True,2.494117647058823,5,3,106,98,100
3,a {category} in clutter,True,4.068965517241379,10,6,216,103,100
3,a {category} facing the camera,True,6.049107142857143,12,3,494,149,100
3,an actual {category},True,5.0256410256410255,9,1,138,80,100
3,a {category} near a building,True,2.7556818181818183,4,1,109,64,100
3,a tiny {category},True,3.035294117647059,8,4,298,82,100
3,a {category} in low contrast,True,3.6516129032258062,14,5,499,72,100
3,a clean view of a {category},False,12.633155183205739,7,1,324,42,100
3,a messy view of a {category},True,5.552083333333333,12,2,469,22,100
3,a {category} near vegetation,True,2.176923076923077,9,4,241,76,100
3,a small {category} near the center,True,3.1422413793103443,13,2,221,24,100
3,a {category} beside a person,True,4.540540540540541,12,2,298,14,100
3,a {category} with clear shape,False,12.633155183205739,8,0,192,0,100
3,a {category} cropped by the frame,True,4.22,11,4,191,120,100
3,a man-made {category},True,5.326923076923077,11,3,237,39,100
3,a {category} at large scale,True,3.6642857142857146,5,6,150,264,100
3,a real {category},True,3.58252427184466,8,1,435,9,100
3,a {category} in the foreground,False,12.633155183205739,5,4,105,148,100
3,a {category} separated from other objects,True,3.737068965517241,9,2,251,99,100
3,a photo of a {category},True,3.222222222222222,9,3,114,75,100
3,the {category} in this image,True,3.182608695652174,10,1,210,5,100
3,a distant {category},True,2.896551724137931,8,1,123,4,100
3,a bright {category},True,9.610389610389609,8,2,275,72,100
3,a lying {category},True,4.487179487179487,5,4,146,72,100
3,a {category} partly hidden,True,2.890909090909091,7,0,197,0,100
3,a full view of a {category},True,4.975609756097561,7,2,177,27,100
3,a {category} near equipment,True,4.037037037037036,6,6,100,144,100
3,a {category} overlapping another object,True,3.276315789473684,9,5,353,75,100
3,a sharp {category},True,1.936,12,3,212,72,100
3,a {category} near shadows,True,3.2363636363636363,7,2,304,33,100
3,a low-resolution view of a {category},True,2.830645161290322,9,5,218,205,100
3,a partial view of a {category},True,2.0,12,4,282,230,100
3,a {category} on a table,True,5.370370370370371,6,1,56,40,100
3,a {category} in open space,False,12.633155183205739,5,4,142,53,100
3,a large {category},True,3.3181818181818183,15,2,262,22,100
3,a single {category},True,4.313725490196078,12,4,521,174,100
3,a {category} in the scene,True,6.592233009708738,14,3,622,140,100
3,a {category} near furniture,True,4.091954022988506,12,5,325,55,100
3,a {category} with neutral color,True,3.5113636363636362,9,3,273,52,100
3,a {category} in high contrast,True,2.578125,7,3,76,58,100
3,a moving {category},True,11.52127659574468,12,4,335,61,100
3,a {category} fully inside the frame,True,6.023529411764706,14,3,437,18,100
3,a {category} near food,True,3.2016129032258065,18,2,358,62,100
3,a {category} near a vehicle,True,2.7714285714285714,6,3,172,103,100
3,a parked {category},False,12.633155183205739,3,1,215,91,100
3,a {category} in profile,True,2.6,7,2,118,24,100
3,a {category} near a road,True,6.518518518518519,9,0,163,0,100
3,a {category} at medium scale,False,12.633155183205739,7,2,277,9,100
3,a {category} at the left side,True,6.036036036036037,14,0,254,0,100
3,a {category} at the right side,True,1.8901960784313725,9,7,212,83,100
3,a photographic {category},True,2.892857142857143,8,2,236,27,100
3,a {category} at the top of the image,True,3.872448979591837,8,3,218,360,100
3,a {category} in front of a wall,False,12.633155183205739,7,3,213,128,100
3,a {category} at small scale,False,12.633155183205739,5,4,176,150,100
3,a stacked {category},True,2.185185185185185,7,1,134,6,100
3,a zoomed view of a {category},False,12.633155183205739,7,3,309,237,100
3,a real-world {category},True,1.9,6,4,151,40,100
3,an image showing a {category},True,2.1314285714285712,10,4,319,64,100
3,a wide-angle view with a {category},False,12.633155183205739,6,4,82,83,100
3,a photo containing a {category},False,12.633155183205739,7,3,145,258,100
3,a picture with a {category},True,3.208695652173913,7,4,210,89,100
3,a {category} on the ground,True,3.583333333333333,8,4,164,125,100
3,a {category} among other objects,False,4.545821530358551,2,5,83,103,100
3,a sitting {category},True,6.47108843537415,12,3,699,116,100
4,a {category} near the edge of the image,False,13.410026079397277,6,2,124,80,100
4,a hanging {category},True,3.435810810810811,9,3,301,291,100
4,a {category} near water,True,3.328125,8,8,191,214,100
4,a side view of a {category},True,3.983606557377049,11,1,224,17,100
4,a {category} under daylight,True,2.0,7,2,166,107,100
4,a blurry {category},True,4.650467289719626,13,7,569,93,100
4,a scene featuring a {category},False,13.410026079397277,7,1,189,13,100
4,a natural image of a {category},True,5.472727272727273,7,4,256,53,100
4,a standing {category},True,4.870129870129871,12,1,328,22,100
4,a {category} seen from below,True,4.627450980392156,9,4,209,68,100
4,a {category} seen from above,False,13.410026079397277,4,7,64,206,100
4,a {category} next to a wall,True,3.686274509803922,7,6,177,83,100
4,a cropped view of a {category},True,6.719576719576719,13,5,233,107,100
4,a surveillance-style view of a {category},False,13.410026079397277,10,3,197,121,100
4,a clear photo of a {category},True,4.855072463768116,9,4,136,47,100
4,a {category} outdoors,True,4.0125,9,4,184,63,100
4,a {category} without occlusion,True,2.4818181818181815,10,2,83,41,100
4,a {category} far from the camera,True,8.867521367521366,12,5,355,39,100
4,a nearby {category},True,5.238095238095238,4,2,190,29,100
4,a {category} at the bottom of the image,True,5.706967213114753,14,5,519,64,100
4,a {category} with strong color,False,13.410026079397277,6,2,170,47,100
4,a {category} inside a room,False,13.410026079397277,5,6,186,167,100
4,a {category} near the camera,True,2.085,10,1,359,10,100
4,a {category} near an animal,True,2.376470588235294,10,2,430,27,100
4,a front view of a {category},True,7.717391304347825,9,1,376,7,100
4,a {category} turned away,False,13.410026079397277,11,6,375,243,100
4,a high-resolution view of a {category},True,5.5438596491228065,5,1,144,32,100
4,a {category} near text or signs,True,2.7642857142857142,7,5,115,94,100
4,a {category} object,True,6.199999999999999,7,2,247,21,100
4,a visible {category} in the scene,True,5.1923076923076925,8,2,232,12,100
4,a {category} on a shelf,False,13.410026079397277,11,2,265,71,100
4,a {category} with occlusion,True,4.246153846153846,10,0,249,0,100
4,a {category} with visible outline,True,4.8734177215189876,10,3,336,325,100
4,a dark {category},True,5.416666666666667,5,5,115,129,100
4,a natural {category},True,7.121212121212121,12,1,340,9,100
4,a {category} in the background,True,4.220338983050848,15,1,456,62,100
4,a close-up of a {category},True,3.625,5,2,164,58,100
4,a {category} in clutter,True,6.382978723404254,12,5,198,117,100
4,a {category} facing the camera,True,6.359999999999999,10,6,419,151,100
4,an actual {category},True,4.111111111111111,3,5,102,96,100
4,a {category} near a building,True,2.8909090909090907,4,4,94,153,100
4,a tiny {category},True,4.313725490196078,7,4,199,164,100
4,a {category} in low contrast,True,3.668316831683168,15,1,435,8,100
4,a clean view of a {category},True,2.1061224489795918,8,3,221,150,100
4,a messy view of a {category},True,3.5948275862068964,7,6,244,230,100
4,a {category} near vegetation,True,3.1755319148936167,9,4,180,237,100
4,a small {category} near the center,True,3.6818181818181817,11,4,188,66,100
4,a {category} beside a person,True,3.75,11,4,244,73,100
4,a {category} with clear shape,False,13.410026079397277,3,4,65,158,100
4,a {category} cropped by the frame,True,3.208695652173913,10,3,210,66,100
4,a man-made {category},True,4.5,8,2,137,84,100
4,a {category} at large scale,True,8.045977011494253,10,3,246,33,100
4,a real {category},True,3.221311475409836,7,4,237,283,100
4,a {category} in the foreground,True,4.879310344827586,9,1,247,20,100
4,a {category} separated from other objects,True,5.79816513761468,11,2,425,93,100
4,a photo of a {category},False,13.410026079397277,5,4,99,88,100
4,the {category} in this image,True,2.1877551020408164,10,2,229,8,100
4,a distant {category},True,4.482758620689655,8,1,117,36,100
4,a bright {category},True,3.533333333333333,7,1,152,31,100
4,a lying {category},True,4.633333333333334,7,1,143,3,100
4,a {category} partly hidden,True,3.4921875,10,2,395,79,100
4,a full view of a {category},True,7.301587301587301,10,1,247,38,100
4,a {category} near equipment,False,13.410026079397277,7,3,147,76,100
4,a {category} overlapping another object,True,5.840909090909091,13,0,442,0,100
4,a sharp {category},True,1.911111111111111,12,2,226,29,100
4,a {category} near shadows,True,2.894117647058824,5,4,144,193,100
4,a low-resolution view of a {category},False,13.410026079397277,8,4,315,103,100
4,a partial view of a {category},True,2.117241379310345,8,4,263,83,100
4,a {category} on a table,True,7.656250000000001,8,1,131,4,100
4,a {category} in open space,True,4.886792452830188,9,3,226,41,100
4,a large {category},True,3.6111111111111107,13,8,228,121,100
4,a single {category},True,5.324999999999999,16,6,599,288,100
4,a {category} in the scene,True,4.834042553191489,14,1,502,26,100
4,a {category} near furniture,True,2.983783783783784,15,5,320,152,100
4,a {category} with neutral color,True,3.1098591549295773,10,2,317,38,100
4,a {category} in high contrast,True,2.52,7,1,81,16,100
4,a moving {category},True,4.103896103896104,10,3,289,77,100
4,a {category} fully inside the frame,False,13.410026079397277,11,3,323,41,100
4,a {category} near food,True,4.2631578947368425,15,3,292,30,100
4,a {category} near a vehicle,True,2.840816326530612,8,3,205,87,100
4,a parked {category},False,13.410026079397277,8,1,228,154,100
4,a {category} in profile,False,13.410026079397277,5,3,102,20,100
4,a {category} near a road,False,13.410026079397277,5,3,111,83,100
4,a {category} at medium scale,True,6.457516339869281,8,4,216,96,100
4,a {category} at the left side,True,3.181818181818182,9,4,138,114,100
4,a {category} at the right side,True,3.796875,17,3,280,55,100
4,a photographic {category},False,13.410026079397277,8,1,181,70,100
4,a {category} at the top of the image,True,2.0,7,2,118,363,100
4,a {category} in front of a wall,True,11.61111111111111,9,0,370,0,100
4,a {category} at small scale,True,6.196078431372549,8,1,210,119,100
4,a stacked {category},True,2.2,4,2,44,23,100
4,a zoomed view of a {category},True,3.681818181818182,5,3,329,92,100
4,a real-world {category},False,13.410026079397277,7,3,123,41,100
4,an image showing a {category},True,4.822784810126582,14,4,334,137,100
4,a wide-angle view with a {category},True,3.375,11,3,137,60,100
4,a photo containing a {category},False,13.410026079397277,7,2,290,26,100
4,a picture with a {category},True,6.219298245614034,11,3,644,103,100
4,a {category} on the ground,True,3.6964285714285716,10,0,195,0,100
4,a {category} among other objects,True,7.777777777777779,7,2,198,46,100
4,a sitting {category},True,4.028169014084507,10,4,263,98,100
5,a {category} near the edge of the image,False,14.206956102144733,7,3,139,40,100
5,a hanging {category},True,6.457142857142857,11,4,297,242,100
5,a {category} near water,True,3.3352941176470594,12,3,320,40,100
5,a side view of a {category},True,4.119402985074626,11,2,251,29,100
5,a {category} under daylight,True,2.1891891891891895,11,4,345,86,100
5,a blurry {category},True,4.216346153846154,21,2,847,67,100
5,a scene featuring a {category},True,8.600000000000001,9,1,222,32,100
5,a natural image of a {category},False,14.206956102144733,8,2,264,32,100
5,a standing {category},True,4.527272727272727,10,3,222,102,100
5,a {category} seen from below,True,2.958904109589041,13,2,265,42,100
5,a {category} seen from above,False,14.206956102144733,6,3,238,41,100
5,a {category} next to a wall,True,2.1272727272727274,8,5,112,109,100
5,a cropped view of a {category},True,9.925233644859812,18,3,343,135,100
5,a surveillance-style view of a {category},False,14.206956102144733,11,2,287,34,100
5,a clear photo of a {category},True,3.4909090909090907,11,4,183,46,100
5,a {category} outdoors,False,4.8022660652177205,7,2,189,17,100
5,a {category} without occlusion,True,4.551724137931035,12,1,117,8,100
5,a {category} far from the camera,True,4.7142857142857135,11,8,232,210,100
5,a nearby {category},False,14.206956102144733,6,2,54,177,100
5,a {category} at the bottom of the image,True,6.115555555555556,12,6,305,292,100
5,a {category} with strong color,False,14.206956102144733,6,1,148,22,100
5,a {category} inside a room,True,5.484276729559748,10,5,398,147,100
5,a {category} near the camera,False,14.206956102144733,6,4,138,51,100
5,a {category} near an animal,False,14.206956102144733,7,4,264,162,100
5,a front view of a {category},True,4.454545454545455,9,1,262,9,100
5,a {category} turned away,False,14.206956102144733,15,3,562,144,100
5,a high-resolution view of a {category},False,4.8022660652177205,3,3,139,103,100
5,a {category} near text or signs,True,10.656716417910447,13,1,227,12,100
5,a {category} object,True,4.003246753246753,10,1,352,82,100
5,a visible {category} in the scene,False,14.206956102144733,8,4,221,53,100
5,a {category} on a shelf,False,14.206956102144733,9,4,178,107,100
5,a {category} with occlusion,True,3.1842105263157894,8,1,219,4,100
5,a {category} with visible outline,True,3.9034482758620688,9,2,493,15,100
5,a dark {category},True,5.546666666666667,11,3,283,69,100
5,a natural {category},True,12.328767123287669,10,2,273,17,100
5,a {category} in the background,True,9.0,9,5,238,173,100
5,a close-up of a {category},True,3.3970588235294117,5,4,138,85,100
5,a {category} in clutter,True,4.84375,17,4,407,43,100
5,a {category} facing the camera,True,4.314814814814815,13,1,647,17,100
5,an actual {category},True,2.541176470588235,4,1,65,80,100
5,a {category} near a building,True,4.608695652173913,6,1,95,64,100
5,a tiny {category},True,2.0275862068965513,7,1,128,52,100
5,a {category} in low contrast,True,6.568396226415095,16,4,503,61,100
5,a clean view of a {category},False,14.206956102144733,7,2,280,25,100
5,a messy view of a {category},False,14.206956102144733,7,4,284,124,100
5,a {category} near vegetation,True,2.090909090909091,7,5,110,296,100
5,a small {category} near the center,False,14.206956102144733,7,5,81,117,100
5,a {category} beside a person,False,14.206956102144733,7,3,194,61,100
5,a {category} with clear shape,True,5.508771929824561,9,0,267,0,100
5,a {category} cropped by the frame,True,3.2266666666666666,9,3,207,32,100
5,a man-made {category},True,5.108695652173913,11,3,203,52,100
5,a {category} at large scale,True,8.163841807909604,7,4,252,45,100
5,a real {category},True,3.7594936708860756,7,2,343,121,100
5,a {category} in the foreground,False,14.206956102144733,2,4,35,186,100
5,a {category} separated from other objects,True,4.202020202020202,10,3,377,171,100
5,a photo of a {category},True,2.155102040816326,9,4,225,56,100
5,the {category} in this image,True,3.035294117647059,10,0,150,0,100
5,a distant {category},True,4.423076923076923,6,4,103,39,100
5,a bright {category},True,4.7407407407407405,7,2,213,71,100
5,a lying {category},True,3.59375,6,3,109,96,100
5,a {category} partly hidden,True,3.184615384615385,7,2,249,73,100
5,a full view of a {category},False,14.206956102144733,5,2,131,52,100
5,a {category} near equipment,True,4.25,8,4,169,72,100
5,a {category} overlapping another object,True,3.253521126760563,10,2,328,41,100
5,a sharp {category},True,2.784,12,2,206,38,100
5,a {category} near shadows,False,14.206956102144733,6,3,201,136,100
5,a low-resolution view of a {category},True,6.410774410774411,12,1,417,12,100
5,a partial view of a {category},False,14.206956102144733,11,4,436,117,100
5,a {category} on a table,False,14.206956102144733,5,2,66,45,100
5,a {category} in open space,True,7.765957446808511,9,3,194,67,100
5,a large {category},False,14.206956102144733,11,4,230,46,100
5,a single {category},True,11.224137931034482,15,6,406,485,100
5,a {category} in the scene,True,8.755102040816327,14,6,653,201,100
5,a {category} near furniture,True,3.056603773584906,8,8,197,204,100
5,a {category} with neutral color,True,3.6107142857142858,8,6,295,133,100
5,a {category} in high contrast,True,3.625,6,0,70,0,100
5,a moving {category},True,14.313186813186814,10,5,452,174,100
5,a {category} fully inside the frame,True,5.6438356164383565,11,2,349,40,100
5,a {category} near food,True,3.6666666666666665,10,4,228,55,100
5,a {category} near a vehicle,True,7.412935323383085,10,0,267,0,100
5,a parked {category},False,4.437139806620829,2,3,96,105,100
5,a {category} in profile,False,14.206956102144733,4,4,64,44,100
5,a {category} near a road,True,6.965811965811965,6,3,148,69,100
5,a {category} at medium scale,True,6.755555555555556,7,5,197,132,100
5,a {category} at the left side,True,3.8125,10,5,228,86,100
5,a {category} at the right side,True,2.0507042253521126,14,3,315,47,100
5,a photographic {category},True,3.1102941176470593,4,5,129,106,100
5,a {category} at the top of the image,False,14.206956102144733,10,1,497,63,100
5,a {category} in front of a wall,True,10.989010989010989,8,3,359,52,100
5,a {category} at small scale,False,14.206956102144733,4,2,133,57,100
5,a stacked {category},True,2.83203125,9,0,161,0,100
5,a zoomed view of a {category},True,3.857142857142857,7,3,248,300,100
5,a real-world {category},True,1.9857142857142858,6,3,121,58,100
5,an image showing a {category},True,3.6587837837837838,10,9,315,238,100
5,a wide-angle view with a {category},True,3.6,14,0,189,0,100
5,a photo containing a {category},False,14.206956102144733,7,2,178,112,100
5,a picture with a {category},True,12.404040404040405,13,2,553,87,100
5,a {category} on the ground,False,14.206956102144733,6,3,143,80,100
5,a {category} among other objects,True,4.371428571428571,5,2,138,23,100
5,a sitting {category},True,7.8478260869565215,10,2,654,103,100
6,a {category} near the edge of the image,True,3.942857142857143,9,2,159,13,100
6,a hanging {category},False,12.47763936937928,5,4,197,210,100
6,a {category} near water,True,6.630630630630631,13,3,320,92,100
6,a side view of a {category},True,3.308035714285714,8,0,221,0,100
6,a {category} under daylight,True,4.2075471698113205,10,2,202,80,100
6,a blurry {category},True,5.275297619047619,15,5,661,115,100
6,a scene featuring a {category},False,12.47763936937928,6,3,152,84,100
6,a natural image of a {category},True,11.911764705882353,10,2,284,57,100
6,a standing {category},True,3.0558139534883724,6,4,190,57,100
6,a {category} seen from below,True,4.35632183908046,13,2,340,26,100
6,a {category} seen from above,True,5.397435897435897,9,1,359,37,100
6,a {category} next to a wall,True,4.574468085106383,7,5,134,91,100
6,a cropped view of a {category},True,4.747747747747748,17,7,478,88,100
6,a surveillance-style view of a {category},False,12.47763936937928,11,3,258,125,100
6,a clear photo of a {category},True,6.419753086419752,10,5,194,52,100
6,a {category} outdoors,False,12.47763936937928,8,2,202,78,100
6,a {category} without occlusion,False,12.47763936937928,10,3,88,50,100
6,a {category} far from the camera,True,14.8875,14,4,345,48,100
6,a nearby {category},True,2.5500000000000003,4,2,46,172,100
6,a {category} at the bottom of the image,True,3.382352941176471,8,8,96,440,100
6,a {category} with strong color,False,12.47763936937928,7,1,134,59,100
6,a {category} inside a room,True,4.863387978142076,7,4,181,234,100
6,a {category} near the camera,False,12.47763936937928,8,2,156,17,100
6,a {category} near an animal,True,3.6716417910447756,8,6,287,195,100
6,a front view of a {category},True,3.5757575757575757,6,6,113,190,100
6,a {category} turned away,True,6.6300366300366305,11,5,333,266,100
6,a high-resolution view of a {category},True,3.759259259259259,9,1,353,32,100
6,a {category} near text or signs,True,3.052325581395349,9,3,160,43,100
6,a {category} object,True,3.091304347826087,5,5,205,212,100
6,a visible {category} in the scene,False,12.47763936937928,7,3,204,45,100
6,a {category} on a shelf,False,12.47763936937928,10,4,237,115,100
6,a {category} with occlusion,True,3.107142857142857,9,3,132,65,100
6,a {category} with visible outline,True,5.445454545454546,10,3,527,124,100
6,a dark {category},True,4.25287356321839,14,1,335,14,100
6,a natural {category},True,6.8493150684931505,12,2,273,12,100
6,a {category} in the background,True,5.207207207207208,6,6,267,131,100
6,a close-up of a {category},True,3.661764705882353,4,4,146,110,100
6,a {category} in clutter,True,6.666666666666667,13,5,230,77,100
6,a {category} facing the camera,True,6.7775229357798175,12,2,540,40,100
6,an actual {category},False,12.47763936937928,4,3,86,37,100
6,a {category} near a building,True,4.8125,5,2,219,95,100
6,a tiny {category},True,2.2137931034482756,9,1,273,28,100
6,a {category} in low contrast,True,5.585106382978723,16,2,459,17,100
6,a clean view of a {category},False,12.47763936937928,7,3,202,131,100
6,a messy view of a {category},True,4.230769230769231,8,2,372,29,100
6,a {category} near vegetation,True,2.8677966101694916,9,4,247,234,100
6,a small {category} near the center,True,3.7142857142857135,12,4,171,82,100
6,a {category} beside a person,True,2.682352941176471,6,6,136,115,100
6,a {category} with clear shape,False,12.47763936937928,8,2,239,56,100
6,a {category} cropped by the frame,True,3.403846153846154,7,8,106,205,100
6,a man-made {category},False,12.47763936937928,9,4,231,43,100
6,a {category} at large scale,True,4.984375,9,3,277,163,100
6,a real {category},True,2.208695652173913,8,2,440,42,100
6,a {category} in the foreground,True,2.756756756756757,5,1,151,20,100
